district,data type,year,gender,age group,number
Andelfingen,Pop_Actual,2017,female,50_54,1390.0
Andelfingen,Pop_Actual,2017,female,55_59,1184.0
Andelfingen,Pop_Actual,2017,female,60_64,1020.0
Andelfingen,Pop_Actual,2017,female,65_69,796.0
Andelfingen,Pop_Actual,2017,female,70_74,766.0
Andelfingen,Pop_Actual,2017,female,75_79,547.0
Andelfingen,Pop_Actual,2017,female,80_84,454.0
Andelfingen,Pop_Actual,2017,female,85_89,272.0
Andelfingen,Pop_Actual,2017,female,90_94,120.0
Andelfingen,Pop_Actual,2017,female,95+,23.0
Andelfingen,Pop_Actual,2018,male,00_04,793.0
Andelfingen,Pop_Actual,2018,male,05_09,823.0
Andelfingen,Pop_Actual,2018,male,10_14,901.0
Andelfingen,Pop_Actual,2018,male,15_19,907.0
Andelfingen,Pop_Actual,2018,male,20_24,823.0
Andelfingen,Pop_Actual,2018,male,25_29,815.0
Andelfingen,Pop_Actual,2018,male,30_34,833.0
Andelfingen,Pop_Actual,2018,male,35_39,971.0
Andelfingen,Pop_Actual,2018,male,40_44,996.0
Andelfingen,Pop_Actual,2018,male,45_49,1159.0
Andelfingen,Pop_Actual,2018,male,50_54,1473.0
Andelfingen,Pop_Actual,2018,male,55_59,1346.0
Andelfingen,Pop_Actual,2018,male,60_64,1033.0
Andelfingen,Pop_Actual,2018,male,65_69,847.0
Andelfingen,Pop_Actual,2018,male,70_74,753.0
Andelfingen,Pop_Actual,2018,male,75_79,612.0
Andelfingen,Pop_Actual,2018,male,80_84,320.0
Andelfingen,Pop_Actual,2018,male,85_89,186.0
Andelfingen,Pop_Actual,2018,male,90_94,48.0
Andelfingen,Pop_Actual,2018,male,95+,10.0
Andelfingen,Pop_Actual,2018,female,00_04,752.0
Andelfingen,Pop_Actual,2018,female,05_09,858.0
Andelfingen,Pop_Actual,2018,female,10_14,803.0
Andelfingen,Pop_Actual,2018,female,15_19,809.0
Andelfingen,Pop_Actual,2018,female,20_24,797.0
Andelfingen,Pop_Actual,2018,female,25_29,747.0
Andelfingen,Pop_Actual,2018,female,30_34,896.0
Andelfingen,Pop_Actual,2018,female,35_39,946.0
Andelfingen,Pop_Actual,2018,female,40_44,1043.0
Andelfingen,Pop_Actual,2018,female,45_49,1260.0
Andelfingen,Pop_Actual,2018,female,50_54,1377.0
Andelfingen,Pop_Actual,2018,female,55_59,1229.0
Andelfingen,Pop_Actual,2018,female,60_64,1056.0
Andelfingen,Pop_Actual,2018,female,65_69,824.0
Andelfingen,Pop_Actual,2018,female,70_74,774.0
Andelfingen,Pop_Actual,2018,female,75_79,586.0
Andelfingen,Pop_Actual,2018,female,80_84,467.0
Andelfingen,Pop_Actual,2018,female,85_89,288.0
Andelfingen,Pop_Actual,2018,female,90_94,131.0
Andelfingen,Pop_Actual,2018,female,95+,25.0
Andelfingen,Pop_Actual,2019,male,00_04,822.0
Andelfingen,Pop_Actual,2019,male,05_09,804.0
Andelfingen,Pop_Actual,2019,male,10_14,885.0
Andelfingen,Pop_Actual,2019,male,15_19,913.0
Andelfingen,Pop_Actual,2019,male,20_24,827.0
Andelfingen,Pop_Actual,2019,male,25_29,805.0
Andelfingen,Pop_Actual,2019,male,30_34,898.0
Andelfingen,Pop_Actual,2019,male,35_39,999.0
Andelfingen,Pop_Actual,2019,male,40_44,955.0
Andelfingen,Pop_Actual,2019,male,45_49,1126.0
Andelfingen,Pop_Actual,2019,male,50_54,1416.0
Andelfingen,Pop_Actual,2019,male,55_59,1386.0
Andelfingen,Pop_Actual,2019,male,60_64,1089.0
Andelfingen,Pop_Actual,2019,male,65_69,855.0
Andelfingen,Pop_Actual,2019,male,70_74,759.0
Andelfingen,Pop_Actual,2019,male,75_79,643.0
Andelfingen,Pop_Actual,2019,male,80_84,338.0
Andelfingen,Pop_Actual,2019,male,85_89,187.0
Andelfingen,Pop_Actual,2019,male,90_94,59.0
Andelfingen,Pop_Actual,2019,male,95+,11.0
Andelfingen,Pop_Actual,2019,female,00_04,722.0
Andelfingen,Pop_Actual,2019,female,05_09,837.0
Andelfingen,Pop_Actual,2019,female,10_14,830.0
Andelfingen,Pop_Actual,2019,female,15_19,805.0
Andelfingen,Pop_Actual,2019,female,20_24,775.0
Andelfingen,Pop_Actual,2019,female,25_29,739.0
Andelfingen,Pop_Actual,2019,female,30_34,870.0
Andelfingen,Pop_Actual,2019,female,35_39,1012.0
Andelfingen,Pop_Actual,2019,female,40_44,1012.0
Andelfingen,Pop_Actual,2019,female,45_49,1172.0
Andelfingen,Pop_Actual,2019,female,50_54,1383.0
Andelfingen,Pop_Actual,2019,female,55_59,1308.0
Andelfingen,Pop_Actual,2019,female,60_64,1073.0
Andelfingen,Pop_Actual,2019,female,65_69,837.0
Andelfingen,Pop_Actual,2019,female,70_74,799.0
Andelfingen,Pop_Actual,2019,female,75_79,607.0
Andelfingen,Pop_Actual,2019,female,80_84,460.0
Andelfingen,Pop_Actual,2019,female,85_89,305.0
Andelfingen,Pop_Actual,2019,female,90_94,137.0
Andelfingen,Pop_Actual,2019,female,95+,23.0
Andelfingen,Pop_Actual,2020,male,00_04,797.0
Andelfingen,Pop_Actual,2020,male,05_09,872.0
Andelfingen,Pop_Actual,2020,male,10_14,874.0
Andelfingen,Pop_Actual,2020,male,15_19,918.0
Andelfingen,Pop_Actual,2020,male,20_24,815.0
Andelfingen,Pop_Actual,2020,male,25_29,801.0
Andelfingen,Pop_Actual,2020,male,30_34,949.0
Andelfingen,Pop_Actual,2020,male,35_39,1014.0
Andelfingen,Pop_Actual,2020,male,40_44,1003.0
Andelfingen,Pop_Actual,2020,male,45_49,1106.0
Andelfingen,Pop_Actual,2020,male,50_54,1385.0
Andelfingen,Pop_Actual,2020,male,55_59,1445.0
Andelfingen,Pop_Actual,2020,male,60_64,1151.0
Andelfingen,Pop_Actual,2020,male,65_69,850.0
Andelfingen,Pop_Actual,2020,male,70_74,758.0
Andelfingen,Pop_Actual,2020,male,75_79,672.0
Andelfingen,Pop_Actual,2020,male,80_84,362.0
Andelfingen,Pop_Actual,2020,male,85_89,189.0
Andelfingen,Pop_Actual,2020,male,90_94,52.0
Andelfingen,Pop_Actual,2020,male,95+,17.0
Andelfingen,Pop_Actual,2020,female,00_04,741.0
Andelfingen,Pop_Actual,2020,female,05_09,857.0
Andelfingen,Pop_Actual,2020,female,10_14,856.0
Andelfingen,Pop_Actual,2020,female,15_19,786.0
Andelfingen,Pop_Actual,2020,female,20_24,751.0
Andelfingen,Pop_Actual,2020,female,25_29,764.0
Andelfingen,Pop_Actual,2020,female,30_34,908.0
Andelfingen,Pop_Actual,2020,female,35_39,1011.0
Andelfingen,Pop_Actual,2020,female,40_44,1061.0
Andelfingen,Pop_Actual,2020,female,45_49,1128.0
Andelfingen,Pop_Actual,2020,female,50_54,1365.0
Andelfingen,Pop_Actual,2020,female,55_59,1355.0
Andelfingen,Pop_Actual,2020,female,60_64,1097.0
Andelfingen,Pop_Actual,2020,female,65_69,884.0
Andelfingen,Pop_Actual,2020,female,70_74,778.0
Andelfingen,Pop_Actual,2020,female,75_79,629.0
Andelfingen,Pop_Actual,2020,female,80_84,480.0
Andelfingen,Pop_Actual,2020,female,85_89,306.0
Andelfingen,Pop_Actual,2020,female,90_94,141.0
Andelfingen,Pop_Actual,2020,female,95+,24.0
Andelfingen,Pop_Actual,2021,male,00_04,778.0
Andelfingen,Pop_Actual,2021,male,05_09,885.0
Andelfingen,Pop_Actual,2021,male,10_14,871.0
Andelfingen,Pop_Actual,2021,male,15_19,888.0
Andelfingen,Pop_Actual,2021,male,20_24,842.0
Andelfingen,Pop_Actual,2021,male,25_29,763.0
Andelfingen,Pop_Actual,2021,male,30_34,926.0
Andelfingen,Pop_Actual,2021,male,35_39,1037.0
Andelfingen,Pop_Actual,2021,male,40_44,1013.0
Andelfingen,Pop_Actual,2021,male,45_49,1113.0
Andelfingen,Pop_Actual,2021,male,50_54,1295.0
Andelfingen,Pop_Actual,2021,male,55_59,1460.0
Andelfingen,Pop_Actual,2021,male,60_64,1232.0
Andelfingen,Pop_Actual,2021,male,65_69,859.0
Andelfingen,Pop_Actual,2021,male,70_74,779.0
Andelfingen,Pop_Actual,2021,male,75_79,649.0
Andelfingen,Pop_Actual,2021,male,80_84,411.0
Andelfingen,Pop_Actual,2021,male,85_89,194.0
Andelfingen,Pop_Actual,2021,male,90_94,69.0
Andelfingen,Pop_Actual,2021,male,95+,13.0
Andelfingen,Pop_Actual,2021,female,00_04,761.0
Andelfingen,Pop_Actual,2021,female,05_09,862.0
Andelfingen,Pop_Actual,2021,female,10_14,844.0
Andelfingen,Pop_Actual,2021,female,15_19,818.0
Andelfingen,Pop_Actual,2021,female,20_24,713.0
Andelfingen,Pop_Actual,2021,female,25_29,725.0
Andelfingen,Pop_Actual,2021,female,30_34,932.0
Andelfingen,Pop_Actual,2021,female,35_39,1031.0
Andelfingen,Pop_Actual,2021,female,40_44,1053.0
Andelfingen,Pop_Actual,2021,female,45_49,1092.0
Andelfingen,Pop_Actual,2021,female,50_54,1356.0
Andelfingen,Pop_Actual,2021,female,55_59,1355.0
Andelfingen,Pop_Actual,2021,female,60_64,1152.0
Andelfingen,Pop_Actual,2021,female,65_69,920.0
Andelfingen,Pop_Actual,2021,female,70_74,786.0
Andelfingen,Pop_Actual,2021,female,75_79,652.0
Andelfingen,Pop_Actual,2021,female,80_84,478.0
Andelfingen,Pop_Actual,2021,female,85_89,342.0
Andelfingen,Pop_Actual,2021,female,90_94,133.0
Andelfingen,Pop_Actual,2021,female,95+,35.0
Andelfingen,Pop_Actual,2022,male,00_04,745.0
Andelfingen,Pop_Actual,2022,male,05_09,893.0
Andelfingen,Pop_Actual,2022,male,10_14,871.0
Andelfingen,Pop_Actual,2022,male,15_19,908.0
Andelfingen,Pop_Actual,2022,male,20_24,834.0
Andelfingen,Pop_Actual,2022,male,25_29,739.0
Andelfingen,Pop_Actual,2022,male,30_34,915.0
Andelfingen,Pop_Actual,2022,male,35_39,1038.0
Andelfingen,Pop_Actual,2022,male,40_44,1032.0
Andelfingen,Pop_Actual,2022,male,45_49,1075.0
Andelfingen,Pop_Actual,2022,male,50_54,1252.0
Andelfingen,Pop_Actual,2022,male,55_59,1464.0
Andelfingen,Pop_Actual,2022,male,60_64,1254.0
Andelfingen,Pop_Actual,2022,male,65_69,907.0
Andelfingen,Pop_Actual,2022,male,70_74,771.0
Andelfingen,Pop_Actual,2022,male,75_79,665.0
Andelfingen,Pop_Actual,2022,male,80_84,459.0
Andelfingen,Pop_Actual,2022,male,85_89,195.0
Andelfingen,Pop_Actual,2022,male,90_94,77.0
Andelfingen,Pop_Actual,2022,male,95+,13.0
Andelfingen,Pop_Actual,2022,female,00_04,745.0
Andelfingen,Pop_Actual,2022,female,05_09,845.0
Andelfingen,Pop_Actual,2022,female,10_14,863.0
Andelfingen,Pop_Actual,2022,female,15_19,807.0
Andelfingen,Pop_Actual,2022,female,20_24,713.0
Andelfingen,Pop_Actual,2022,female,25_29,694.0
Andelfingen,Pop_Actual,2022,female,30_34,913.0
Andelfingen,Pop_Actual,2022,female,35_39,1042.0
Andelfingen,Pop_Actual,2022,female,40_44,1083.0
Andelfingen,Pop_Actual,2022,female,45_49,1077.0
Andelfingen,Pop_Actual,2022,female,50_54,1300.0
Andelfingen,Pop_Actual,2022,female,55_59,1388.0
Andelfingen,Pop_Actual,2022,female,60_64,1174.0
Andelfingen,Pop_Actual,2022,female,65_69,951.0
Andelfingen,Pop_Actual,2022,female,70_74,768.0
Andelfingen,Pop_Actual,2022,female,75_79,719.0
Andelfingen,Pop_Actual,2022,female,80_84,481.0
Andelfingen,Pop_Actual,2022,female,85_89,350.0
Andelfingen,Pop_Actual,2022,female,90_94,135.0
Andelfingen,Pop_Actual,2022,female,95+,40.0
Andelfingen,Pop_Actual,2023,male,00_04,737.0
Andelfingen,Pop_Actual,2023,male,05_09,899.0
Andelfingen,Pop_Actual,2023,male,10_14,890.0
Andelfingen,Pop_Actual,2023,male,15_19,910.0
Andelfingen,Pop_Actual,2023,male,20_24,856.0
Andelfingen,Pop_Actual,2023,male,25_29,719.0
Andelfingen,Pop_Actual,2023,male,30_34,925.0
Andelfingen,Pop_Actual,2023,male,35_39,1032.0
Andelfingen,Pop_Actual,2023,male,40_44,1141.0
Andelfingen,Pop_Actual,2023,male,45_49,1042.0
Andelfingen,Pop_Actual,2023,male,50_54,1182.0
Andelfingen,Pop_Actual,2023,male,55_59,1452.0
Andelfingen,Pop_Actual,2023,male,60_64,1296.0
Andelfingen,Pop_Actual,2023,male,65_69,961.0
Andelfingen,Pop_Actual,2023,male,70_74,782.0
Andelfingen,Pop_Actual,2023,male,75_79,657.0
Andelfingen,Pop_Actual,2023,male,80_84,487.0
Andelfingen,Pop_Actual,2023,male,85_89,206.0
Andelfingen,Pop_Actual,2023,male,90_94,76.0
Andelfingen,Pop_Actual,2023,male,95+,12.0
Andelfingen,Pop_Actual,2023,female,00_04,739.0
Andelfingen,Pop_Actual,2023,female,05_09,835.0
Andelfingen,Pop_Actual,2023,female,10_14,907.0
Andelfingen,Pop_Actual,2023,female,15_19,834.0
Andelfingen,Pop_Actual,2023,female,20_24,728.0
Andelfingen,Pop_Actual,2023,female,25_29,692.0
Andelfingen,Pop_Actual,2023,female,30_34,951.0
Andelfingen,Pop_Actual,2023,female,35_39,1073.0
Andelfingen,Pop_Actual,2023,female,40_44,1091.0
Andelfingen,Pop_Actual,2023,female,45_49,1094.0
Andelfingen,Pop_Actual,2023,female,50_54,1265.0
Andelfingen,Pop_Actual,2023,female,55_59,1416.0
Andelfingen,Pop_Actual,2023,female,60_64,1214.0
Andelfingen,Pop_Actual,2023,female,65_69,1010.0
Andelfingen,Pop_Actual,2023,female,70_74,773.0
Andelfingen,Pop_Actual,2023,female,75_79,731.0
Andelfingen,Pop_Actual,2023,female,80_84,514.0
Andelfingen,Pop_Actual,2023,female,85_89,357.0
Andelfingen,Pop_Actual,2023,female,90_94,152.0
Andelfingen,Pop_Actual,2023,female,95+,33.0
Andelfingen,Pop_Forecast,2024,male,00_04,727.968
Andelfingen,Pop_Forecast,2024,male,05_09,926.646
Andelfingen,Pop_Forecast,2024,male,10_14,874.306
Andelfingen,Pop_Forecast,2024,male,15_19,905.89
Andelfingen,Pop_Forecast,2024,male,20_24,861.407
Andelfingen,Pop_Forecast,2024,male,25_29,756.043
Andelfingen,Pop_Forecast,2024,male,30_34,891.846
Andelfingen,Pop_Forecast,2024,male,35_39,1101.674
Andelfingen,Pop_Forecast,2024,male,40_44,1156.388
Andelfingen,Pop_Forecast,2024,male,45_49,1039.147
Andelfingen,Pop_Forecast,2024,male,50_54,1166.758
Andelfingen,Pop_Forecast,2024,male,55_59,1397.918
Andelfingen,Pop_Forecast,2024,male,60_64,1324.141
Andelfingen,Pop_Forecast,2024,male,65_69,1011.939
Andelfingen,Pop_Forecast,2024,male,70_74,788.602
Andelfingen,Pop_Forecast,2024,male,75_79,658.496
Andelfingen,Pop_Forecast,2024,male,80_84,500.88
Andelfingen,Pop_Forecast,2024,male,85_89,222.471
Andelfingen,Pop_Forecast,2024,male,90_94,78.228
Andelfingen,Pop_Forecast,2024,male,95+,12.29
Andelfingen,Pop_Forecast,2024,female,00_04,744.712
Andelfingen,Pop_Forecast,2024,female,05_09,808.662
Andelfingen,Pop_Forecast,2024,female,10_14,898.38
Andelfingen,Pop_Forecast,2024,female,15_19,857.622
Andelfingen,Pop_Forecast,2024,female,20_24,742.305
Andelfingen,Pop_Forecast,2024,female,25_29,693.791
Andelfingen,Pop_Forecast,2024,female,30_34,928.085
Andelfingen,Pop_Forecast,2024,female,35_39,1084.98
Andelfingen,Pop_Forecast,2024,female,40_44,1140.533
Andelfingen,Pop_Forecast,2024,female,45_49,1080.146
Andelfingen,Pop_Forecast,2024,female,50_54,1209.319
Andelfingen,Pop_Forecast,2024,female,55_59,1393.716
Andelfingen,Pop_Forecast,2024,female,60_64,1282.161
Andelfingen,Pop_Forecast,2024,female,65_69,1024.086
Andelfingen,Pop_Forecast,2024,female,70_74,780.47
Andelfingen,Pop_Forecast,2024,female,75_79,745.666
Andelfingen,Pop_Forecast,2024,female,80_84,539.707
Andelfingen,Pop_Forecast,2024,female,85_89,345.66
Andelfingen,Pop_Forecast,2024,female,90_94,167.206
Andelfingen,Pop_Forecast,2024,female,95+,33.949
Andelfingen,Pop_Forecast,2025,male,00_04,735.877
Andelfingen,Pop_Forecast,2025,male,05_09,898.76
Andelfingen,Pop_Forecast,2025,male,10_14,907.716
Andelfingen,Pop_Forecast,2025,male,15_19,899.978
Andelfingen,Pop_Forecast,2025,male,20_24,868.215
Andelfingen,Pop_Forecast,2025,male,25_29,781.679
Andelfingen,Pop_Forecast,2025,male,30_34,894.748
Andelfingen,Pop_Forecast,2025,male,35_39,1122.529
Andelfingen,Pop_Forecast,2025,male,40_44,1152.838
Andelfingen,Pop_Forecast,2025,male,45_49,1068.41
Andelfingen,Pop_Forecast,2025,male,50_54,1136.622
Andelfingen,Pop_Forecast,2025,male,55_59,1359.649
Andelfingen,Pop_Forecast,2025,male,60_64,1358.322
Andelfingen,Pop_Forecast,2025,male,65_69,1050.243
Andelfingen,Pop_Forecast,2025,male,70_74,781.701
Andelfingen,Pop_Forecast,2025,male,75_79,666.61
Andelfingen,Pop_Forecast,2025,male,80_84,522.439
Andelfingen,Pop_Forecast,2025,male,85_89,248.069
Andelfingen,Pop_Forecast,2025,male,90_94,79.801
Andelfingen,Pop_Forecast,2025,male,95+,11.914
Andelfingen,Pop_Forecast,2025,female,00_04,747.659
Andelfingen,Pop_Forecast,2025,female,05_09,790.303
Andelfingen,Pop_Forecast,2025,female,10_14,915.984
Andelfingen,Pop_Forecast,2025,female,15_19,872.077
Andelfingen,Pop_Forecast,2025,female,20_24,731.192
Andelfingen,Pop_Forecast,2025,female,25_29,702.398
Andelfingen,Pop_Forecast,2025,female,30_34,932.882
Andelfingen,Pop_Forecast,2025,female,35_39,1113.89
Andelfingen,Pop_Forecast,2025,female,40_44,1135.593
Andelfingen,Pop_Forecast,2025,female,45_49,1103.452
Andelfingen,Pop_Forecast,2025,female,50_54,1167.271
Andelfingen,Pop_Forecast,2025,female,55_59,1360.185
Andelfingen,Pop_Forecast,2025,female,60_64,1322.621
Andelfingen,Pop_Forecast,2025,female,65_69,1037.372
Andelfingen,Pop_Forecast,2025,female,70_74,820.387
Andelfingen,Pop_Forecast,2025,female,75_79,734.177
Andelfingen,Pop_Forecast,2025,female,80_84,544.368
Andelfingen,Pop_Forecast,2025,female,85_89,363.569
Andelfingen,Pop_Forecast,2025,female,90_94,176.754
Andelfingen,Pop_Forecast,2025,female,95+,35.654
Andelfingen,Pop_Forecast,2026,male,00_04,750.141
Andelfingen,Pop_Forecast,2026,male,05_09,880.698
Andelfingen,Pop_Forecast,2026,male,10_14,923.248
Andelfingen,Pop_Forecast,2026,male,15_19,907.168
Andelfingen,Pop_Forecast,2026,male,20_24,861.986
Andelfingen,Pop_Forecast,2026,male,25_29,796.653
Andelfingen,Pop_Forecast,2026,male,30_34,896.267
Andelfingen,Pop_Forecast,2026,male,35_39,1133.726
Andelfingen,Pop_Forecast,2026,male,40_44,1147.39
Andelfingen,Pop_Forecast,2026,male,45_49,1101.898
Andelfingen,Pop_Forecast,2026,male,50_54,1157.62
Andelfingen,Pop_Forecast,2026,male,55_59,1287.558
Andelfingen,Pop_Forecast,2026,male,60_64,1358.407
Andelfingen,Pop_Forecast,2026,male,65_69,1112.875
Andelfingen,Pop_Forecast,2026,male,70_74,790.833
Andelfingen,Pop_Forecast,2026,male,75_79,684.805
Andelfingen,Pop_Forecast,2026,male,80_84,509.572
Andelfingen,Pop_Forecast,2026,male,85_89,282.771
Andelfingen,Pop_Forecast,2026,male,90_94,86.422
Andelfingen,Pop_Forecast,2026,male,95+,17.376
Andelfingen,Pop_Forecast,2026,female,00_04,720.467
Andelfingen,Pop_Forecast,2026,female,05_09,824.591
Andelfingen,Pop_Forecast,2026,female,10_14,908.394
Andelfingen,Pop_Forecast,2026,female,15_19,865.739
Andelfingen,Pop_Forecast,2026,female,20_24,756.636
Andelfingen,Pop_Forecast,2026,female,25_29,709.764
Andelfingen,Pop_Forecast,2026,female,30_34,921.953
Andelfingen,Pop_Forecast,2026,female,35_39,1130.67
Andelfingen,Pop_Forecast,2026,female,40_44,1134.76
Andelfingen,Pop_Forecast,2026,female,45_49,1123.163
Andelfingen,Pop_Forecast,2026,female,50_54,1134.832
Andelfingen,Pop_Forecast,2026,female,55_59,1345.052
Andelfingen,Pop_Forecast,2026,female,60_64,1311.534
Andelfingen,Pop_Forecast,2026,female,65_69,1092.609
Andelfingen,Pop_Forecast,2026,female,70_74,859.101
Andelfingen,Pop_Forecast,2026,female,75_79,724.417
Andelfingen,Pop_Forecast,2026,female,80_84,566.946
Andelfingen,Pop_Forecast,2026,female,85_89,358.505
Andelfingen,Pop_Forecast,2026,female,90_94,193.015
Andelfingen,Pop_Forecast,2026,female,95+,38.086
Andelfingen,Pop_Forecast,2027,male,00_04,759.763
Andelfingen,Pop_Forecast,2027,male,05_09,857.332
Andelfingen,Pop_Forecast,2027,male,10_14,934.394
Andelfingen,Pop_Forecast,2027,male,15_19,914.87
Andelfingen,Pop_Forecast,2027,male,20_24,874.224
Andelfingen,Pop_Forecast,2027,male,25_29,796.129
Andelfingen,Pop_Forecast,2027,male,30_34,913.246
Andelfingen,Pop_Forecast,2027,male,35_39,1127.086
Andelfingen,Pop_Forecast,2027,male,40_44,1182.53
Andelfingen,Pop_Forecast,2027,male,45_49,1139.536
Andelfingen,Pop_Forecast,2027,male,50_54,1125.077
Andelfingen,Pop_Forecast,2027,male,55_59,1245.011
Andelfingen,Pop_Forecast,2027,male,60_64,1367.946
Andelfingen,Pop_Forecast,2027,male,65_69,1134.22
Andelfingen,Pop_Forecast,2027,male,70_74,831.987
Andelfingen,Pop_Forecast,2027,male,75_79,681.803
Andelfingen,Pop_Forecast,2027,male,80_84,518.961
Andelfingen,Pop_Forecast,2027,male,85_89,311.106
Andelfingen,Pop_Forecast,2027,male,90_94,91.496
Andelfingen,Pop_Forecast,2027,male,95+,21.0
Andelfingen,Pop_Forecast,2027,female,00_04,728.936
Andelfingen,Pop_Forecast,2027,female,05_09,815.024
Andelfingen,Pop_Forecast,2027,female,10_14,903.507
Andelfingen,Pop_Forecast,2027,female,15_19,884.046
Andelfingen,Pop_Forecast,2027,female,20_24,757.331
Andelfingen,Pop_Forecast,2027,female,25_29,722.32
Andelfingen,Pop_Forecast,2027,female,30_34,916.546
Andelfingen,Pop_Forecast,2027,female,35_39,1116.336
Andelfingen,Pop_Forecast,2027,female,40_44,1172.295
Andelfingen,Pop_Forecast,2027,female,45_49,1151.34
Andelfingen,Pop_Forecast,2027,female,50_54,1123.728
Andelfingen,Pop_Forecast,2027,female,55_59,1283.533
Andelfingen,Pop_Forecast,2027,female,60_64,1329.972
Andelfingen,Pop_Forecast,2027,female,65_69,1111.719
Andelfingen,Pop_Forecast,2027,female,70_74,898.837
Andelfingen,Pop_Forecast,2027,female,75_79,706.147
Andelfingen,Pop_Forecast,2027,female,80_84,618.758
Andelfingen,Pop_Forecast,2027,female,85_89,356.788
Andelfingen,Pop_Forecast,2027,female,90_94,197.319
Andelfingen,Pop_Forecast,2027,female,95+,41.275
Andelfingen,Pop_Forecast,2028,male,00_04,787.157
Andelfingen,Pop_Forecast,2028,male,05_09,840.281
Andelfingen,Pop_Forecast,2028,male,10_14,939.543
Andelfingen,Pop_Forecast,2028,male,15_19,922.962
Andelfingen,Pop_Forecast,2028,male,20_24,870.634
Andelfingen,Pop_Forecast,2028,male,25_29,799.721
Andelfingen,Pop_Forecast,2028,male,30_34,915.043
Andelfingen,Pop_Forecast,2028,male,35_39,1130.5
Andelfingen,Pop_Forecast,2028,male,40_44,1186.824
Andelfingen,Pop_Forecast,2028,male,45_49,1215.858
Andelfingen,Pop_Forecast,2028,male,50_54,1106.906
Andelfingen,Pop_Forecast,2028,male,55_59,1194.187
Andelfingen,Pop_Forecast,2028,male,60_64,1348.956
Andelfingen,Pop_Forecast,2028,male,65_69,1172.736
Andelfingen,Pop_Forecast,2028,male,70_74,868.769
Andelfingen,Pop_Forecast,2028,male,75_79,684.235
Andelfingen,Pop_Forecast,2028,male,80_84,524.25
Andelfingen,Pop_Forecast,2028,male,85_89,333.035
Andelfingen,Pop_Forecast,2028,male,90_94,104.303
Andelfingen,Pop_Forecast,2028,male,95+,21.969
Andelfingen,Pop_Forecast,2028,female,00_04,740.625
Andelfingen,Pop_Forecast,2028,female,05_09,819.874
Andelfingen,Pop_Forecast,2028,female,10_14,881.172
Andelfingen,Pop_Forecast,2028,female,15_19,906.849
Andelfingen,Pop_Forecast,2028,female,20_24,760.119
Andelfingen,Pop_Forecast,2028,female,25_29,728.563
Andelfingen,Pop_Forecast,2028,female,30_34,907.099
Andelfingen,Pop_Forecast,2028,female,35_39,1131.96
Andelfingen,Pop_Forecast,2028,female,40_44,1191.495
Andelfingen,Pop_Forecast,2028,female,45_49,1150.617
Andelfingen,Pop_Forecast,2028,female,50_54,1131.802
Andelfingen,Pop_Forecast,2028,female,55_59,1239.144
Andelfingen,Pop_Forecast,2028,female,60_64,1332.756
Andelfingen,Pop_Forecast,2028,female,65_69,1137.657
Andelfingen,Pop_Forecast,2028,female,70_74,938.842
Andelfingen,Pop_Forecast,2028,female,75_79,702.147
Andelfingen,Pop_Forecast,2028,female,80_84,615.916
Andelfingen,Pop_Forecast,2028,female,85_89,384.239
Andelfingen,Pop_Forecast,2028,female,90_94,201.342
Andelfingen,Pop_Forecast,2028,female,95+,49.913
Andelfingen,Pop_Forecast,2029,male,00_04,803.541
Andelfingen,Pop_Forecast,2029,male,05_09,830.144
Andelfingen,Pop_Forecast,2029,male,10_14,964.077
Andelfingen,Pop_Forecast,2029,male,15_19,907.689
Andelfingen,Pop_Forecast,2029,male,20_24,873.532
Andelfingen,Pop_Forecast,2029,male,25_29,804.565
Andelfingen,Pop_Forecast,2029,male,30_34,929.652
Andelfingen,Pop_Forecast,2029,male,35_39,1113.526
Andelfingen,Pop_Forecast,2029,male,40_44,1234.529
Andelfingen,Pop_Forecast,2029,male,45_49,1231.003
Andelfingen,Pop_Forecast,2029,male,50_54,1104.319
Andelfingen,Pop_Forecast,2029,male,55_59,1179.049
Andelfingen,Pop_Forecast,2029,male,60_64,1306.168
Andelfingen,Pop_Forecast,2029,male,65_69,1202.207
Andelfingen,Pop_Forecast,2029,male,70_74,914.974
Andelfingen,Pop_Forecast,2029,male,75_79,692.213
Andelfingen,Pop_Forecast,2029,male,80_84,529.093
Andelfingen,Pop_Forecast,2029,male,85_89,346.934
Andelfingen,Pop_Forecast,2029,male,90_94,118.146
Andelfingen,Pop_Forecast,2029,male,95+,25.472
Andelfingen,Pop_Forecast,2029,female,00_04,756.0
Andelfingen,Pop_Forecast,2029,female,05_09,826.422
Andelfingen,Pop_Forecast,2029,female,10_14,857.356
Andelfingen,Pop_Forecast,2029,female,15_19,902.583
Andelfingen,Pop_Forecast,2029,female,20_24,783.088
Andelfingen,Pop_Forecast,2029,female,25_29,739.28
Andelfingen,Pop_Forecast,2029,female,30_34,908.88
Andelfingen,Pop_Forecast,2029,female,35_39,1121.037
Andelfingen,Pop_Forecast,2029,female,40_44,1200.17
Andelfingen,Pop_Forecast,2029,female,45_49,1192.084
Andelfingen,Pop_Forecast,2029,female,50_54,1121.046
Andelfingen,Pop_Forecast,2029,female,55_59,1194.56
Andelfingen,Pop_Forecast,2029,female,60_64,1312.146
Andelfingen,Pop_Forecast,2029,female,65_69,1196.87
Andelfingen,Pop_Forecast,2029,female,70_74,954.992
Andelfingen,Pop_Forecast,2029,female,75_79,709.661
