name,address,lat,lng,type
Migros-Supermarkt - Bern - Bahnhof,"Bahnhofpl. 10, Bern",46.9492666,7.4400441,Aldi
Migros-Supermarkt - Ittigen,"Talweg 6, Ittigen",46.9742036,7.485090599999999,Aldi
Coop Supermarkt Worblaufen,"Tiefenaustrasse 2, Ittigen",46.97908650000001,7.4579632,Aldi
Coop,"Sandstrasse 8, Urtenen-Schönbühl",47.0184974,7.5006232,Aldi
Lidl Schweiz,"Spitalgasse 47/51, Bern",46.94748999999999,7.44095,Aldi
Coop Supermarkt Worb,"Bärenpl. 4, Worb",46.92893979999999,7.5616559,Aldi
Lidl Schweiz,"Schlossstrasse 115b, Bern",46.94380899999999,7.411861999999999,Aldi
VOI Bern - Fellergut,"Mühledorfstrasse 15, Bern",46.94518559999999,7.3903819,Aldi
Denner Discount,"Bernstrasse 36, Wünnewil-Flamatt",46.8903326,7.315962,Aldi
Denner Discount,"Bernstrasse 79, Ostermundigen",46.9583913,7.4914051,Aldi
Denner Discount,"Zentrum 34, Urtenen-Schönbühl",47.0207731,7.5002416,Aldi
Denner Discount,"Bläuacker 10, Köniz",46.9231107,7.414012199999999,Aldi
